"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Division 1: New England"	"CENS-D1"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Male"	"M"	280	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Female"	"F"	109	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Male"	"M"	258	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"Female"	"F"	109	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"Male"	"M"	268	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Female"	"F"	111	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Male"	"M"	248	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Female"	"F"	111	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Male"	"M"	260	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Female"	"F"	102	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Male"	"M"	239	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Female"	"F"	109	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Male"	"M"	287	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Female"	"F"	115	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Male"	"M"	268	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"May, 2017"	"2017/05"	"Female"	"F"	94	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"May, 2017"	"2017/05"	"Male"	"M"	256	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Female"	"F"	85	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Male"	"M"	263	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Female"	"F"	104	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Male"	"M"	297	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Female"	"F"	103	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Male"	"M"	286	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"Female"	"F"	102	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"Male"	"M"	302	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"Female"	"F"	108	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Oct., 2017"	"2017/10"	"Male"	"M"	279	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"Female"	"F"	104	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Nov., 2017"	"2017/11"	"Male"	"M"	256	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"Female"	"F"	122	Not Applicable	Not Applicable
	"Division 1: New England"	"CENS-D1"	"2017"	"2017"	"Dec., 2017"	"2017/12"	"Male"	"M"	306	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Female"	"F"	190	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Jan., 2014"	"2014/01"	"Male"	"M"	381	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Female"	"F"	165	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Feb., 2014"	"2014/02"	"Male"	"M"	300	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Female"	"F"	187	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Mar., 2014"	"2014/03"	"Male"	"M"	381	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Female"	"F"	180	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Apr., 2014"	"2014/04"	"Male"	"M"	333	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"May, 2014"	"2014/05"	"Female"	"F"	201	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"May, 2014"	"2014/05"	"Male"	"M"	365	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Female"	"F"	145	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Jun., 2014"	"2014/06"	"Male"	"M"	318	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Female"	"F"	167	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Jul., 2014"	"2014/07"	"Male"	"M"	327	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Female"	"F"	166	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Aug., 2014"	"2014/08"	"Male"	"M"	318	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Female"	"F"	147	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Sep., 2014"	"2014/09"	"Male"	"M"	318	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Female"	"F"	206	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Oct., 2014"	"2014/10"	"Male"	"M"	344	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Female"	"F"	175	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Nov., 2014"	"2014/11"	"Male"	"M"	322	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Female"	"F"	177	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2014"	"2014"	"Dec., 2014"	"2014/12"	"Male"	"M"	348	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"Female"	"F"	173	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Jan., 2015"	"2015/01"	"Male"	"M"	393	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"Female"	"F"	177	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"Male"	"M"	351	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"Female"	"F"	198	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"Male"	"M"	406	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"Female"	"F"	197	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"Male"	"M"	443	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"May, 2015"	"2015/05"	"Female"	"F"	200	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"May, 2015"	"2015/05"	"Male"	"M"	453	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"Female"	"F"	192	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"Male"	"M"	434	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"Female"	"F"	199	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"Male"	"M"	416	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"Female"	"F"	216	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"Male"	"M"	443	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"Female"	"F"	170	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"Male"	"M"	456	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"Female"	"F"	211	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"Male"	"M"	440	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"Female"	"F"	175	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"Male"	"M"	420	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"Female"	"F"	192	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"Male"	"M"	407	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Female"	"F"	210	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Male"	"M"	446	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"Female"	"F"	267	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"Male"	"M"	544	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"Female"	"F"	284	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"Male"	"M"	593	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"Female"	"F"	272	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"Male"	"M"	608	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"May, 2016"	"2016/05"	"Female"	"F"	215	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"May, 2016"	"2016/05"	"Male"	"M"	521	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"Female"	"F"	217	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Jun., 2016"	"2016/06"	"Male"	"M"	527	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"Female"	"F"	266	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Jul., 2016"	"2016/07"	"Male"	"M"	634	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"Female"	"F"	230	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Aug., 2016"	"2016/08"	"Male"	"M"	581	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Female"	"F"	254	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Sep., 2016"	"2016/09"	"Male"	"M"	579	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Female"	"F"	261	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Oct., 2016"	"2016/10"	"Male"	"M"	681	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"Female"	"F"	273	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Nov., 2016"	"2016/11"	"Male"	"M"	676	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Female"	"F"	327	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2016"	"2016"	"Dec., 2016"	"2016/12"	"Male"	"M"	724	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Female"	"F"	326	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Jan., 2017"	"2017/01"	"Male"	"M"	771	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Female"	"F"	269	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Feb., 2017"	"2017/02"	"Male"	"M"	676	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Female"	"F"	306	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Mar., 2017"	"2017/03"	"Male"	"M"	814	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Female"	"F"	289	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Apr., 2017"	"2017/04"	"Male"	"M"	725	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"May, 2017"	"2017/05"	"Female"	"F"	280	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"May, 2017"	"2017/05"	"Male"	"M"	800	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Female"	"F"	278	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Jun., 2017"	"2017/06"	"Male"	"M"	728	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Female"	"F"	299	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Jul., 2017"	"2017/07"	"Male"	"M"	688	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Female"	"F"	293	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Aug., 2017"	"2017/08"	"Male"	"M"	728	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"2017"	"2017"	"Sep., 2017"	"2017/09"	"Female"	"F"	265	Not Applicable	Not Applicable
